delivery_id,order_id,rider_id,delivery_status,delivery_time
5053,13780,5,Delivered,03:00:00
5054,11831,27,Delivered,22:29:00
5055,18326,23,Delivered,05:58:00
5056,19242,33,Delivered,02:11:00
5057,16379,4,Delivered,09:59:00
5058,11235,21,Delivered,17:42:00
5059,16965,24,Delivered,13:57:00
5060,13916,31,Failed,23:04:00
5061,10447,24,Delivered,13:19:00
5062,10845,10,Delivered,08:31:00
5063,18063,2,Delivered,23:21:00
5064,15403,31,Delivered,20:44:00
5065,12441,25,Delivered,09:07:00
5066,13104,4,Delivered,19:34:00
5067,18586,11,In Transit,13:27:00
5068,16792,17,In Transit,20:14:00
5069,15651,2,Delivered,02:33:00
5070,11295,6,Delivered,08:50:00
5071,15080,9,Delivered,17:20:00
5072,19017,5,Delivered,22:43:00
5073,15068,20,Delivered,06:47:00
5074,13443,29,Delivered,13:31:00
5075,18452,21,Delivered,04:09:00
5076,17274,9,Delivered,10:03:00
5077,16106,28,In Transit,18:42:00
5078,10777,8,Delivered,09:35:00
5079,19717,31,Delivered,08:33:00
5080,12154,20,Delivered,17:03:00
5081,14921,27,Delivered,14:46:00
5082,15361,8,Delivered,00:30:00
5083,19736,21,In Transit,21:54:00
5084,15958,28,Delivered,07:26:00
5085,18412,23,Delivered,05:57:00
5086,18433,6,Delivered,08:26:00
5087,13184,3,Delivered,21:46:00
5088,16793,5,Delivered,08:41:00
5089,13200,9,Failed,22:06:00
5090,19370,7,Delivered,08:42:00
5091,11290,4,Delivered,05:18:00
5092,14582,5,In Transit,02:53:00
5093,16193,11,Delivered,18:34:00
5094,18936,15,Delivered,10:35:00
5095,17150,34,Delivered,04:26:00
5096,19847,13,Delivered,23:20:00
5097,14107,7,Failed,21:56:00
5098,14127,6,Delivered,01:21:00
5099,18301,30,In Transit,23:18:00
5100,13967,22,Delivered,18:52:00
5101,11880,25,In Transit,11:08:00
5102,18497,28,Delivered,15:45:00
5103,19300,20,Failed,21:37:00
5104,16349,3,In Transit,11:00:00
5105,13588,5,Delivered,13:05:00
5106,17373,1,Delivered,00:59:00
5107,13866,15,Delivered,15:36:00
5108,18488,26,In Transit,18:32:00
5109,14132,3,Delivered,09:21:00
5110,11037,34,Delivered,15:37:00
5111,10637,5,In Transit,00:21:00
5112,16154,31,Delivered,04:15:00
5113,14135,13,Delivered,21:36:00
5114,15339,1,In Transit,01:42:00
5115,11084,22,Delivered,15:28:00
5116,10862,15,Delivered,10:34:00
5117,10904,26,Delivered,11:43:00
5118,10192,18,Delivered,19:34:00
5119,10110,9,Delivered,18:11:00
5120,14456,1,Delivered,01:19:00
5121,11943,9,Delivered,21:53:00
5122,15857,23,Delivered,05:25:00
5123,14332,2,Delivered,09:42:00
5124,18542,14,Delivered,00:17:00
5125,12041,18,Delivered,18:01:00
5126,17332,16,Delivered,06:32:00
5127,17318,29,Delivered,20:37:00
5128,17780,11,Delivered,05:45:00
5129,14660,6,In Transit,04:35:00
5130,17314,3,Delivered,20:16:00
5131,12776,14,Delivered,17:28:00
5132,14146,2,In Transit,13:36:00
5133,12324,32,Failed,05:25:00
5134,10763,31,Delivered,15:16:00
5135,12618,11,Failed,18:20:00
5136,12412,22,Delivered,01:16:00
5137,11095,3,Delivered,04:59:00
5138,16174,31,Delivered,03:58:00
5139,17049,33,Delivered,17:55:00
5140,19273,24,Delivered,08:54:00
5141,13136,1,Delivered,20:15:00
5142,17788,15,Delivered,22:19:00
5143,15041,27,Delivered,17:18:00
5144,13806,27,Delivered,04:44:00
5145,10885,12,Delivered,11:44:00
5146,12655,3,Delivered,12:51:00
5147,15922,30,Failed,23:45:00
5148,16188,32,Delivered,02:02:00
5149,18086,23,Delivered,20:25:00
5150,16743,2,Delivered,23:59:00
5151,17627,7,Delivered,08:19:00
5152,15681,34,Delivered,04:12:00
5153,17008,32,Delivered,13:10:00
5154,19687,32,Delivered,05:50:00
5155,12203,14,Delivered,11:31:00
5156,16108,3,Delivered,23:05:00
5157,16418,32,Delivered,21:28:00
5158,11263,17,In Transit,14:57:00
5159,18380,3,Delivered,21:03:00
5160,10976,10,Delivered,01:44:00
5161,15832,18,Delivered,21:04:00
5162,14926,3,Failed,11:49:00
5163,10942,10,Delivered,20:59:00
5164,14724,9,Delivered,11:53:00
5165,12388,11,Delivered,20:16:00
5166,19729,33,Delivered,11:38:00
5167,15022,26,Failed,16:54:00
5168,14392,27,Failed,05:32:00
5169,15149,22,Delivered,04:29:00
5170,13222,26,Delivered,06:55:00
5171,13883,22,Delivered,20:45:00
5172,19439,5,Delivered,15:05:00
5173,16625,2,Failed,00:22:00
5174,15919,9,Delivered,17:02:00
5175,12790,18,Delivered,08:01:00
5176,10945,12,Delivered,19:53:00
5177,18909,3,Delivered,00:53:00
5178,11858,18,Failed,05:54:00
5179,19081,7,Delivered,10:57:00
5180,14109,33,Delivered,19:02:00
5181,18514,6,Delivered,16:48:00
5182,13256,18,Delivered,14:09:00
5183,12691,22,In Transit,22:01:00
5184,19513,9,Failed,14:36:00
5185,16962,23,In Transit,09:59:00
5186,11320,12,Delivered,17:36:00
5187,18883,24,Delivered,08:18:00
5188,19881,9,Delivered,19:30:00
5189,15163,13,Delivered,12:54:00
5190,15830,17,Delivered,03:12:00
5191,17954,7,Delivered,12:13:00
5192,15959,17,Delivered,16:30:00
5193,19272,24,Delivered,23:21:00
5194,13476,2,Delivered,05:53:00
5195,13506,28,In Transit,21:28:00
5196,14750,19,In Transit,01:55:00
5197,12478,33,Delivered,19:57:00
5198,19491,21,Delivered,17:56:00
5199,16616,10,In Transit,03:42:00
5200,17414,9,Delivered,20:26:00
5201,17587,6,Delivered,21:55:00
5202,15345,18,Delivered,01:41:00
5203,19864,19,Delivered,03:39:00
5204,17112,5,Delivered,21:21:00
5205,11875,25,In Transit,16:05:00
5206,18517,11,Delivered,07:11:00
5207,15271,10,Delivered,04:23:00
5208,15097,17,Delivered,13:36:00
5209,12905,26,Delivered,16:54:00
5210,10571,31,Delivered,15:38:00
5211,11449,32,Delivered,04:20:00
5212,15965,21,Delivered,20:04:00
5213,16243,18,Delivered,02:00:00
5214,16348,18,Delivered,23:36:00
5215,17875,1,Delivered,16:07:00
5216,19817,14,Delivered,05:13:00
5217,13227,8,Delivered,00:20:00
5218,19745,2,Delivered,16:42:00
5219,13979,15,Delivered,23:49:00
5220,14384,34,Failed,18:17:00
5221,17857,1,In Transit,19:38:00
5222,13540,21,Delivered,14:36:00
5223,15683,1,Delivered,10:44:00
5224,12828,32,Delivered,06:28:00
5225,17659,20,Delivered,09:30:00
5226,14997,30,Delivered,08:45:00
5227,11339,7,Delivered,00:57:00
5228,13263,22,Delivered,07:04:00
5229,16387,10,Delivered,19:39:00
5230,17952,8,Delivered,15:51:00
5231,10651,27,Delivered,06:01:00
5232,12903,10,Delivered,00:55:00
5233,12259,14,Delivered,07:54:00
5234,17403,11,Delivered,21:12:00
5235,13522,6,Failed,00:47:00
5236,12731,21,Delivered,09:08:00
5237,15497,33,Failed,04:01:00
5238,14479,19,Delivered,22:46:00
5239,11597,24,Delivered,02:30:00
5240,17067,18,Delivered,08:44:00
5241,12585,19,Delivered,00:40:00
5242,15442,24,Delivered,01:36:00
5243,13197,34,In Transit,06:10:00
5244,18524,22,Delivered,01:52:00
5245,17683,4,Delivered,04:33:00
5246,15377,10,Delivered,07:05:00
5247,11259,2,In Transit,04:01:00
5248,15278,8,Delivered,21:48:00
5249,10992,33,Delivered,04:31:00
5250,13505,28,Delivered,07:02:00
5251,10114,10,Delivered,02:31:00
5252,10920,1,Delivered,01:56:00
5253,12510,34,Delivered,17:52:00
5254,19405,3,Delivered,04:16:00
5255,10166,9,Delivered,04:39:00
5256,15264,5,Delivered,00:29:00
5257,14604,10,In Transit,06:50:00
5258,10950,12,Delivered,02:06:00
5259,14595,18,Delivered,10:27:00
5260,15728,21,Delivered,21:44:00
5261,13771,21,Delivered,23:20:00
5262,12507,1,Delivered,13:21:00
5263,15108,3,Delivered,21:21:00
5264,12851,5,Delivered,22:24:00
5265,16486,25,In Transit,20:16:00
5266,15363,8,Delivered,06:47:00
5267,17443,17,Failed,10:38:00
5268,14447,9,Delivered,13:46:00
5269,14461,32,Delivered,11:13:00
5270,19514,6,Delivered,13:37:00
5271,12506,21,Delivered,20:31:00
5272,11115,7,Delivered,10:41:00
5273,18398,7,Delivered,02:57:00
5274,10299,27,Delivered,22:43:00
5275,11676,8,Delivered,01:12:00
5276,13348,9,Delivered,20:33:00
5277,12736,28,Delivered,00:40:00
5278,17820,15,Delivered,20:59:00
5279,14989,2,Delivered,08:32:00
5280,19895,7,Failed,11:20:00
5281,15818,18,Delivered,02:06:00
5282,14326,22,Delivered,15:46:00
5283,16720,10,Delivered,20:37:00
5284,18787,33,In Transit,02:20:00
5285,14551,7,Delivered,23:11:00
5286,18573,3,Delivered,08:09:00
5287,17848,14,Delivered,22:13:00
5288,12104,13,Delivered,05:07:00
5289,15814,16,Delivered,10:54:00
5290,19105,16,In Transit,14:23:00
5291,17454,5,Delivered,05:12:00
5292,11838,25,Failed,14:47:00
5293,17903,26,Delivered,03:21:00
5294,18319,13,Failed,09:14:00
5295,18724,26,In Transit,13:41:00
5296,10608,1,Delivered,17:23:00
5297,18375,8,Delivered,09:00:00
5298,11094,4,Delivered,12:00:00
5299,16388,21,Delivered,06:59:00
5300,16506,22,Delivered,08:51:00
5301,18965,3,Delivered,22:34:00
5302,14488,19,Delivered,22:44:00
5303,10161,1,Delivered,04:01:00
5304,10204,29,In Transit,04:08:00
5305,17041,23,Delivered,07:07:00
5306,15894,33,Delivered,18:09:00
5307,14934,23,Delivered,09:54:00
5308,12935,5,Delivered,08:04:00
5309,17323,7,Delivered,17:41:00
5310,12436,6,Delivered,05:35:00
5311,11231,22,Delivered,07:20:00
5312,18676,13,Delivered,14:56:00
5313,13047,12,Delivered,12:19:00
5314,19655,4,In Transit,23:30:00
5315,18420,8,Delivered,07:01:00
5316,17667,31,Delivered,13:58:00
5317,16408,26,Delivered,02:07:00
5318,14252,8,Delivered,19:28:00
5319,15578,33,In Transit,02:24:00
5320,13294,29,Delivered,07:10:00
5321,14035,5,Delivered,12:16:00
5322,18113,28,Delivered,18:32:00
5323,14291,17,In Transit,01:56:00
5324,14335,23,Delivered,08:34:00
5325,15932,9,Delivered,16:09:00
5326,13878,2,Delivered,13:17:00
5327,15429,32,Delivered,07:09:00
5328,14754,31,Delivered,16:38:00
5329,14887,7,In Transit,04:25:00
5330,10858,30,Delivered,21:03:00
5331,18234,3,Delivered,00:55:00
5332,18376,9,Delivered,21:48:00
5333,12562,10,In Transit,02:37:00
5334,13802,26,Delivered,10:28:00
5335,12641,1,Delivered,21:55:00
5336,19664,30,Delivered,09:19:00
5337,14491,15,Delivered,13:46:00
5338,12348,25,Delivered,17:51:00
5339,10650,6,Delivered,07:15:00
5340,12782,18,Delivered,04:07:00
5341,15653,1,In Transit,00:53:00
5342,18544,3,Delivered,06:34:00
5343,18678,17,In Transit,06:50:00
5344,16434,8,Delivered,19:24:00
5345,10616,17,Delivered,00:57:00
5346,18449,25,Delivered,05:05:00
5347,12576,12,Delivered,00:28:00
5348,10054,29,In Transit,13:12:00
5349,13341,25,Delivered,10:12:00
5350,17038,25,Delivered,06:59:00
5351,11706,29,Delivered,08:51:00
5352,19061,11,Delivered,01:44:00
5353,19353,4,In Transit,17:03:00
5354,11494,14,Delivered,11:12:00
5355,19964,17,In Transit,14:52:00
5356,15633,2,Delivered,23:50:00
5357,10804,8,Delivered,07:54:00
5358,14954,10,In Transit,01:06:00
5359,16934,7,Delivered,04:33:00
5360,17105,16,Delivered,10:14:00
5361,10991,14,Failed,19:21:00
5362,12775,16,Delivered,18:47:00
5363,17471,25,Delivered,09:03:00
5364,16420,4,Delivered,01:35:00
5365,13514,29,Delivered,03:53:00
5366,15479,6,In Transit,04:11:00
5367,18401,1,Failed,14:16:00
5368,10220,1,Delivered,02:56:00
5369,16970,3,Delivered,09:12:00
5370,11289,1,In Transit,02:09:00
5371,13164,1,Delivered,06:24:00
5372,14679,21,Delivered,08:03:00
5373,12619,30,Delivered,05:19:00
5374,13613,32,Failed,16:59:00
5375,10044,33,Failed,00:13:00
5376,18095,22,Delivered,23:49:00
5377,18373,30,In Transit,14:42:00
5378,13793,4,Delivered,12:10:00
5379,13572,23,Delivered,00:19:00
5380,19981,25,Failed,11:10:00
5381,11504,12,Delivered,16:39:00
5382,15557,17,Delivered,07:14:00
5383,19831,15,Delivered,09:30:00
5384,13440,10,Delivered,09:15:00
5385,11893,29,Delivered,09:50:00
5386,19324,12,Delivered,03:03:00
5387,15256,1,In Transit,10:32:00
5388,11956,1,In Transit,06:48:00
5389,15168,10,Delivered,07:51:00
5390,14815,18,Delivered,08:47:00
5391,16265,2,Delivered,09:14:00
5392,11506,8,Delivered,16:18:00
5393,10671,22,Delivered,04:42:00
5394,18908,22,Delivered,02:46:00
5395,17056,26,Delivered,20:22:00
5396,10898,26,Delivered,11:37:00
5397,16179,9,Delivered,12:03:00
5398,12667,21,Delivered,06:20:00
5399,13194,31,Delivered,02:30:00
5400,12891,6,Delivered,04:57:00
5401,17774,14,Delivered,15:09:00
5402,12622,33,Delivered,15:10:00
5403,16009,7,Delivered,06:43:00
5404,15957,24,Delivered,00:08:00
5405,10003,9,Delivered,21:55:00
5406,12371,11,Delivered,00:57:00
5407,17915,23,Delivered,21:09:00
5408,11770,2,Delivered,20:09:00
5409,18507,15,In Transit,20:20:00
5410,16026,28,Delivered,07:04:00
5411,10532,4,Delivered,21:19:00
5412,18725,10,Failed,12:20:00
5413,18650,6,Delivered,15:03:00
5414,17874,30,Delivered,09:20:00
5415,18891,10,Delivered,14:32:00
5416,13121,32,Delivered,06:16:00
5417,19023,3,Delivered,17:37:00
5418,10732,26,Delivered,20:43:00
5419,13407,15,Delivered,11:19:00
5420,12340,17,Failed,23:58:00
5421,15968,27,Delivered,13:12:00
5422,16581,18,Delivered,14:39:00
5423,12566,19,Delivered,06:45:00
5424,17727,12,Delivered,18:39:00
5425,17821,24,In Transit,12:41:00
5426,16714,5,Delivered,17:59:00
5427,16996,24,Delivered,23:53:00
5428,16943,27,Delivered,22:48:00
5429,17795,30,Delivered,03:09:00
5430,18976,15,Delivered,04:50:00
5431,11256,34,Failed,15:18:00
5432,12105,27,Delivered,05:13:00
5433,16735,20,Delivered,03:48:00
5434,19779,32,Delivered,01:05:00
5435,16225,4,Failed,18:57:00
5436,19151,5,In Transit,05:32:00
5437,14995,8,Delivered,20:49:00
5438,18970,22,Delivered,20:36:00
5439,16840,7,Delivered,07:03:00
5440,15058,22,Delivered,15:44:00
5441,15847,30,Delivered,16:20:00
5442,14435,16,Delivered,09:49:00
5443,13485,15,Delivered,18:38:00
5444,19494,5,Delivered,19:14:00
5445,15319,3,Delivered,03:32:00
5446,13817,23,Delivered,01:35:00
5447,15730,10,Delivered,17:15:00
5448,18904,5,Delivered,11:08:00
5449,17841,23,Delivered,14:48:00
5450,19890,15,In Transit,13:29:00
5451,11622,18,Delivered,09:59:00
5452,19424,25,In Transit,16:31:00
5453,16308,8,Delivered,09:04:00
5454,19305,31,Delivered,07:31:00
5455,18903,21,In Transit,03:19:00
5456,11097,2,Delivered,22:26:00
5457,18058,22,Delivered,02:27:00
5458,19482,8,Delivered,11:11:00
5459,12464,23,In Transit,04:15:00
5460,18290,32,Delivered,06:28:00
5461,11789,8,Delivered,07:19:00
5462,10251,4,Delivered,13:02:00
5463,19927,30,Delivered,07:43:00
5464,16192,19,Delivered,00:30:00
5465,19651,23,Delivered,23:09:00
5466,10193,18,Delivered,13:33:00
5467,10821,29,Delivered,09:07:00
5468,19628,23,Delivered,17:57:00
5469,15715,33,In Transit,14:47:00
5470,17196,18,In Transit,16:28:00
5471,15716,33,Delivered,14:33:00
5472,14401,7,Delivered,05:37:00
5473,19291,28,In Transit,05:55:00
5474,15389,1,Delivered,09:32:00
5475,14167,34,Delivered,11:26:00
5476,14952,19,In Transit,23:37:00
5477,12688,31,Delivered,12:44:00
5478,14391,13,Delivered,11:21:00
5479,15861,24,Delivered,06:07:00
5480,15982,5,In Transit,08:36:00
5481,14928,23,Delivered,05:37:00
5482,16736,19,In Transit,21:34:00
5483,12608,1,Delivered,11:30:00
5484,17467,33,Delivered,05:09:00
5485,10239,33,Delivered,23:40:00
5486,14016,32,Delivered,02:45:00
5487,19263,28,Delivered,17:21:00
5488,12978,12,Delivered,00:41:00
5489,15713,9,In Transit,01:45:00
5490,19857,11,Delivered,06:36:00
5491,15474,33,Delivered,06:27:00
5492,10946,19,Delivered,03:21:00
5493,18252,34,Delivered,15:51:00
5494,17682,7,Delivered,03:42:00
5495,15098,31,Delivered,22:26:00
5496,16806,2,In Transit,08:32:00
5497,15804,19,Delivered,03:40:00
5498,13553,32,Delivered,01:17:00
5499,19970,10,Delivered,03:14:00
5500,13361,8,Delivered,19:10:00
5501,18250,26,Delivered,10:06:00
5502,12411,30,Delivered,03:00:00
5503,14508,11,In Transit,19:43:00
5504,18463,20,Delivered,07:18:00
5505,13983,20,Delivered,01:17:00
5506,10147,9,Delivered,18:23:00
5507,16649,8,Delivered,10:52:00
5508,12295,15,Delivered,08:20:00
5509,12254,34,Delivered,17:46:00
5510,13612,24,Delivered,07:26:00
5511,15354,33,Delivered,11:45:00
5512,11737,27,Delivered,23:54:00
5513,17916,21,In Transit,08:57:00
5514,17660,5,Delivered,10:29:00
5515,10115,21,In Transit,20:21:00
5516,18861,4,In Transit,11:52:00
5517,15650,16,Failed,19:00:00
5518,19845,31,In Transit,10:27:00
5519,10499,26,Delivered,21:22:00
5520,17823,6,Failed,03:10:00
5521,10721,33,In Transit,16:59:00
5522,17259,21,In Transit,06:33:00
5523,18844,16,Delivered,23:46:00
5524,15731,34,Failed,22:30:00
5525,13090,15,Delivered,00:26:00
5526,17227,6,Delivered,06:55:00
5527,17307,2,Delivered,08:44:00
5528,16509,24,Delivered,20:53:00
5529,10597,28,Failed,15:33:00
5530,19093,1,Delivered,01:43:00
5531,16096,1,Delivered,06:56:00
5532,16054,28,In Transit,12:15:00
5533,15165,20,Delivered,15:28:00
5534,11648,8,Delivered,09:09:00
5535,18168,1,Delivered,10:16:00
5536,16921,26,Delivered,23:03:00
5537,12701,25,Delivered,12:16:00
5538,18204,10,Delivered,12:13:00
5539,11701,12,Delivered,08:00:00
5540,18944,7,Delivered,14:10:00
5541,15405,12,In Transit,11:54:00
5542,17220,17,Delivered,23:07:00
5543,17503,5,Delivered,06:55:00
5544,12943,14,Delivered,08:52:00
5545,16302,34,In Transit,23:29:00
5546,10087,17,Failed,07:32:00
5547,12309,1,Delivered,04:40:00
5548,12678,15,Delivered,13:48:00
5549,18217,19,Delivered,01:48:00
5550,17730,5,Delivered,08:51:00
5551,12595,19,Delivered,21:14:00
5552,15885,5,Delivered,10:26:00
5553,11030,12,Delivered,02:19:00
5554,10137,19,Failed,07:28:00
5555,16832,12,Delivered,15:32:00
5556,17815,12,Failed,03:16:00
5557,12855,18,Delivered,13:47:00
5558,14410,34,Delivered,12:58:00
5559,11201,33,Delivered,07:34:00
5560,14718,18,Delivered,02:38:00
5561,19518,29,Delivered,19:18:00
5562,16595,5,Delivered,16:12:00
5563,10567,25,Delivered,12:28:00
5564,17329,24,Delivered,19:42:00
5565,15431,29,Delivered,21:41:00
5566,13928,33,Delivered,13:05:00
5567,16056,10,In Transit,08:11:00
5568,17590,33,Delivered,15:28:00
5569,17123,23,Delivered,02:35:00
5570,16573,11,Delivered,07:30:00
5571,16536,24,Delivered,10:40:00
5572,18914,24,Delivered,09:29:00
5573,18276,7,Delivered,04:26:00
5574,12331,21,Delivered,20:51:00
5575,13516,20,Delivered,18:48:00
5576,12188,10,Delivered,02:37:00
5577,10196,25,Delivered,06:29:00
5578,17258,15,Delivered,05:45:00
5579,15667,6,Delivered,19:13:00
5580,15060,2,In Transit,16:11:00
5581,10803,12,Delivered,04:49:00
5582,18849,4,In Transit,14:46:00
5583,19929,23,Delivered,12:19:00
5584,12069,13,Delivered,03:47:00
5585,19083,17,Delivered,09:44:00
5586,18745,31,In Transit,00:03:00
5587,10645,16,Delivered,05:45:00
5588,19375,26,Delivered,03:41:00
5589,15104,28,Delivered,03:01:00
5590,15461,1,In Transit,21:24:00
5591,11638,12,Delivered,17:39:00
5592,10121,20,Delivered,21:58:00
5593,12982,2,Delivered,07:59:00
5594,15070,15,Delivered,01:51:00
5595,13075,22,Delivered,06:45:00
5596,18928,32,Delivered,20:14:00
5597,13279,20,Delivered,04:54:00
5598,12136,33,Delivered,16:18:00
5599,18942,15,Delivered,03:17:00
5600,14971,3,Delivered,14:07:00
5601,16196,29,Delivered,03:20:00
5602,10135,27,Delivered,17:56:00
5603,17732,5,Delivered,10:30:00
5604,15325,31,Delivered,10:10:00
5605,19641,22,In Transit,01:32:00
5606,16161,7,Delivered,18:57:00
5607,12560,6,Delivered,09:11:00
5608,10063,26,Delivered,21:35:00
5609,11359,1,Delivered,09:34:00
5610,16726,19,Delivered,09:22:00
5611,12468,7,Delivered,04:02:00
5612,10680,12,Delivered,10:43:00
5613,16798,20,Delivered,21:29:00
5614,10742,23,Delivered,05:01:00
5615,15308,25,Delivered,21:05:00
5616,17628,30,In Transit,16:37:00
5617,13642,29,In Transit,16:33:00
5618,10445,31,Delivered,19:17:00
5619,18141,18,Delivered,06:21:00
5620,13259,19,Delivered,03:22:00
5621,14664,4,In Transit,21:43:00
5622,11874,1,Delivered,14:03:00
5623,16367,15,Delivered,08:42:00
5624,12597,8,Delivered,18:32:00
5625,11718,15,Delivered,19:05:00
5626,12913,15,Delivered,07:48:00
5627,12844,22,Delivered,04:06:00
5628,14028,18,In Transit,08:34:00
5629,15489,16,Delivered,00:25:00
5630,18635,2,Delivered,08:24:00
5631,18038,20,Delivered,03:06:00
5632,19233,16,Delivered,19:03:00
5633,10490,3,Delivered,00:05:00
5634,10494,30,Delivered,17:31:00
5635,10691,2,In Transit,13:57:00
5636,13822,26,Delivered,23:19:00
5637,10603,5,Delivered,03:06:00
5638,11912,2,In Transit,19:02:00
5639,11015,20,In Transit,08:47:00
5640,16157,34,Delivered,17:03:00
5641,11994,34,Delivered,21:07:00
5642,15770,20,In Transit,18:56:00
5643,13758,25,Delivered,19:22:00
5644,12367,20,In Transit,04:33:00
5645,15284,25,Delivered,19:00:00
5646,14371,14,Delivered,03:09:00
5647,16884,12,Delivered,21:04:00
5648,17012,5,Delivered,14:57:00
5649,11362,2,In Transit,06:26:00
5650,18462,16,In Transit,20:48:00
5651,11527,30,Delivered,18:56:00
5652,11328,24,In Transit,22:15:00
5653,18508,30,Delivered,16:04:00
5654,19032,11,Delivered,20:30:00
5655,11552,14,Delivered,00:44:00
5656,17770,23,Delivered,11:04:00
5657,19909,16,Delivered,08:13:00
5658,11338,21,Delivered,00:47:00
5659,13902,4,Delivered,22:51:00
5660,13011,33,Delivered,09:47:00
5661,15042,14,Delivered,06:17:00
5662,18826,19,In Transit,20:56:00
5663,12251,5,Delivered,23:29:00
5664,16534,31,Delivered,19:14:00
5665,15040,18,Delivered,15:50:00
5666,12347,31,Delivered,04:35:00
5667,19283,30,Delivered,00:20:00
5668,15486,21,Delivered,14:12:00
5669,12785,30,In Transit,14:43:00
5670,15120,4,Delivered,01:21:00
5671,17551,5,Delivered,21:51:00
5672,15556,10,In Transit,15:49:00
5673,15600,27,Delivered,08:45:00
5674,17631,16,Delivered,13:39:00
5675,10151,30,In Transit,20:19:00
5676,12805,13,In Transit,01:24:00
5677,15875,21,Delivered,18:50:00
5678,12087,15,Delivered,09:34:00
5679,13752,20,Failed,08:05:00
5680,15613,20,Delivered,13:50:00
5681,12260,5,Delivered,23:55:00
5682,14018,32,Delivered,04:21:00
5683,16114,6,Delivered,09:23:00
5684,16059,30,In Transit,13:54:00
5685,12425,26,Delivered,09:32:00
5686,18035,13,In Transit,06:20:00
5687,13857,29,In Transit,22:17:00
5688,10860,5,In Transit,02:45:00
5689,18171,25,Delivered,14:28:00
5690,17592,13,In Transit,03:55:00
5691,18098,24,Delivered,07:03:00
5692,17321,31,Delivered,13:16:00
5693,18564,20,In Transit,18:55:00
5694,14740,8,Delivered,03:35:00
5695,18595,9,Delivered,08:34:00
5696,14463,21,Delivered,09:05:00
5697,15529,20,Delivered,13:33:00
5698,11365,15,Delivered,09:43:00
5699,11780,26,Delivered,16:06:00
5700,19222,11,Delivered,22:08:00
5701,14786,11,In Transit,18:26:00
5702,16335,27,Delivered,21:52:00
5703,11819,30,Delivered,02:50:00
5704,17800,19,Delivered,18:03:00
5705,14938,34,Delivered,05:25:00
5706,12705,23,Delivered,13:26:00
5707,15286,1,Delivered,04:42:00
5708,10176,3,In Transit,16:17:00
5709,17482,3,Delivered,14:23:00
5710,12094,28,Failed,13:36:00
5711,18751,14,Delivered,23:02:00
5712,13492,30,Delivered,19:16:00
5713,11921,5,Delivered,13:46:00
5714,10083,15,Delivered,04:10:00
5715,10817,14,Delivered,07:50:00
5716,18602,14,Failed,23:21:00
5717,17355,8,Delivered,10:38:00
5718,14397,8,Delivered,13:29:00
5719,19182,19,Delivered,22:28:00
5720,15569,32,Delivered,13:11:00
5721,10284,31,Delivered,17:59:00
5722,14121,29,Delivered,20:49:00
5723,17481,11,Failed,13:54:00
5724,10610,13,Delivered,13:00:00
5725,12916,27,Delivered,12:56:00
5726,11814,19,Delivered,11:17:00
5727,11272,26,Delivered,05:47:00
5728,15925,9,Delivered,03:28:00
5729,19596,28,Delivered,08:00:00
5730,12995,32,Delivered,03:28:00
5731,17110,3,In Transit,13:27:00
5732,18614,32,In Transit,21:59:00
5733,17357,5,Delivered,00:58:00
5734,12643,8,Delivered,09:55:00
5735,16554,14,Delivered,00:43:00
5736,14509,3,Failed,03:12:00
5737,12306,24,Failed,18:16:00
5738,16503,13,In Transit,19:45:00
5739,16261,29,Delivered,20:46:00
5740,14196,8,In Transit,00:56:00
5741,15563,31,In Transit,02:38:00
5742,14841,26,Delivered,16:00:00
5743,14656,18,Delivered,01:16:00
5744,18148,18,Delivered,00:15:00
5745,14169,7,Delivered,17:54:00
5746,13850,16,Delivered,20:33:00
5747,19848,33,Delivered,23:07:00
5748,18402,3,Delivered,13:32:00
5749,15254,4,Delivered,11:25:00
5750,17885,4,Delivered,08:43:00
5751,15534,9,Delivered,14:02:00
5752,12415,17,Delivered,10:41:00
5753,13555,17,In Transit,02:31:00
5754,14692,33,In Transit,22:33:00
5755,14499,20,In Transit,17:10:00
5756,12196,14,Delivered,12:09:00
5757,15046,22,Delivered,10:20:00
5758,12601,27,Delivered,16:09:00
5759,11519,3,Delivered,09:19:00
5760,14765,24,Failed,13:13:00
5761,14315,30,Delivered,06:50:00
5762,13367,8,Delivered,22:21:00
5763,16066,22,Delivered,01:12:00
5764,16583,25,In Transit,21:47:00
5765,12634,10,Delivered,15:43:00
5766,17338,29,Delivered,07:21:00
5767,15634,1,Delivered,18:10:00
5768,19169,21,Delivered,15:29:00
5769,18790,24,Delivered,18:50:00
5770,12435,9,In Transit,23:52:00
5771,18278,26,Delivered,15:39:00
5772,16759,9,Delivered,07:48:00
5773,16612,20,In Transit,10:13:00
5774,14521,9,Delivered,02:03:00
5775,15588,22,In Transit,04:14:00
5776,13546,1,In Transit,10:40:00
5777,15966,5,In Transit,23:39:00
5778,15993,9,Delivered,20:47:00
5779,18806,19,Delivered,18:49:00
5780,15532,8,In Transit,16:15:00
5781,15445,32,In Transit,16:45:00
5782,10518,13,Delivered,10:04:00
5783,16111,20,Delivered,08:02:00
5784,16865,30,Delivered,15:39:00
5785,17961,10,Failed,12:44:00
5786,11416,31,Delivered,03:26:00
5787,14665,25,Delivered,04:53:00
5788,14457,29,Delivered,21:25:00
5789,12762,24,Delivered,19:30:00
